TimeStamp,Ch4,C2H6,Latitude,Longitude
08/18/2023 02:31:01,2.16162,16.7321,43.0036849976,-84.2318267822
08/18/2023 02:31:02,2.16493,17.0965,43.0035743713,-84.2317123413
08/18/2023 02:31:03,2.16619,16.9537,43.0034637451,-84.2316055298
08/18/2023 02:31:04,2.16229,17.2345,43.0033531189,-84.2314910889
08/18/2023 02:31:05,2.16411,16.6847,43.0032424927,-84.2313766479
08/18/2023 02:31:06,2.16047,16.7336,43.0031318665,-84.231262207
08/18/2023 02:31:07,2.16591,16.2819,43.0030212402,-84.2311477661
08/18/2023 02:31:08,2.16599,16.7161,43.0029067993,-84.2310333252
08/18/2023 02:31:09,2.16503,17.3392,43.0027923584,-84.2309188843
08/18/2023 02:31:10,2.16747,16.777,43.0026741028,-84.2308044434
08/18/2023 02:31:11,2.16264,16.8046,43.0025596619,-84.2306900024
08/18/2023 02:31:12,2.16389,16.9961,43.0024414062,-84.2305679321
08/18/2023 02:31:13,2.16502,16.7123,43.0023231506,-84.2304458618
08/18/2023 02:31:14,2.16467,16.7259,43.002204895,-84.2303237915
08/18/2023 02:31:15,2.16831,16.7316,43.0020866394,-84.2302017212
08/18/2023 02:31:16,2.16215,16.8788,43.0019683838,-84.2300796509
08/18/2023 02:31:17,2.1655,16.9394,43.0018463135,-84.2299575806
08/18/2023 02:31:18,2.16367,16.7181,43.0017242432,-84.2298278809
08/18/2023 02:31:19,2.16513,16.0738,43.0016021729,-84.2297058105
08/18/2023 02:31:20,2.1647,17.1347,43.0014839172,-84.2295837402
08/18/2023 02:31:21,2.16604,17.0129,43.0013618469,-84.2294616699
08/18/2023 02:31:22,2.16687,16.711,43.0012435913,-84.2293395996
08/18/2023 02:31:23,2.16775,16.5239,43.0011253357,-84.2292175293
08/18/2023 02:31:24,2.16548,16.8039,43.0010108948,-84.229095459
08/18/2023 02:31:25,2.16699,16.7196,43.0008926392,-84.2289810181
08/18/2023 02:31:26,2.16436,16.5228,43.0007743835,-84.2288589478
08/18/2023 02:31:27,2.16628,16.5783,43.0006561279,-84.2287368774
08/18/2023 02:31:28,2.16481,16.8099,43.0005378723,-84.2286148071
08/18/2023 02:31:29,2.16548,16.6061,43.0004196167,-84.2284927368
08/18/2023 02:31:30,2.16549,16.9437,43.0003013611,-84.2283782959
08/18/2023 02:31:31,2.16517,16.4829,43.0001831055,-84.2282562256
08/18/2023 02:31:32,2.16704,16.6471,43.0000648499,-84.2281341553
08/18/2023 02:31:33,2.16517,16.5168,42.9999465942,-84.228012085
08/18/2023 02:31:34,2.16317,16.7434,42.9998283386,-84.2278900146
08/18/2023 02:31:35,2.16465,16.4967,42.999710083,-84.2277679443
08/18/2023 02:31:36,2.16537,17.0174,42.9995880127,-84.227645874
08/18/2023 02:31:37,2.16356,16.758,42.9994735718,-84.2275314331
08/18/2023 02:31:38,2.16605,16.6915,42.9993553162,-84.2274093628
08/18/2023 02:31:39,2.16596,16.1576,42.9992408752,-84.2273025513
08/18/2023 02:31:40,2.16394,16.4596,42.9991340637,-84.2271881104
08/18/2023 02:31:41,2.16295,16.463,42.9990234375,-84.2270812988
08/18/2023 02:31:42,2.16437,16.1783,42.998916626,-84.2269668579
08/18/2023 02:31:43,2.1675,16.3287,42.9988098145,-84.2268600464
08/18/2023 02:31:44,2.16392,16.7167,42.9987030029,-84.2267532349
08/18/2023 02:31:45,2.16486,16.0852,42.9985961914,-84.2266387939
08/18/2023 02:31:46,2.16309,16.0709,42.9984970093,-84.2265396118
08/18/2023 02:31:47,2.16601,16.4192,42.9984054565,-84.2264404297
08/18/2023 02:31:48,2.16499,16.0922,42.9983215332,-84.226348877
08/18/2023 02:31:49,2.16226,15.9783,42.9982376099,-84.2262649536
08/18/2023 02:31:50,2.1642,15.6783,42.9981575012,-84.2261886597
08/18/2023 02:31:51,2.16056,16.3624,42.9980888367,-84.2261199951
08/18/2023 02:31:52,2.16354,16.3099,42.9980316162,-84.22605896
08/18/2023 02:31:53,2.1667,15.7815,42.9979896545,-84.226020813
08/18/2023 02:31:54,2.16183,16.3985,42.997959137,-84.2259902954
08/18/2023 02:31:55,2.16082,16.4736,42.9979400635,-84.2259674072
08/18/2023 02:31:56,2.16197,15.8449,42.99792099,-84.225944519
08/18/2023 02:31:57,2.16372,16.1642,42.9979095459,-84.2259063721
08/18/2023 02:31:58,2.16156,16.4455,42.9979019165,-84.2258682251
08/18/2023 02:31:59,2.16485,16.4678,42.9979095459,-84.2258300781
08/18/2023 02:32:00,2.16353,16.6075,42.9979286194,-84.2257919312
08/18/2023 02:32:01,2.16071,16.0449,42.9979553223,-84.2257766724
08/18/2023 02:32:02,2.1664,16.1408,42.9979820251,-84.225769043
08/18/2023 02:32:03,2.16459,16.3325,42.9980201721,-84.2257614136
08/18/2023 02:32:04,2.16371,16.2182,42.9980621338,-84.2257614136
08/18/2023 02:32:05,2.1647,16.3618,42.9981117249,-84.2257614136
08/18/2023 02:32:06,2.16492,16.5961,42.9981689453,-84.2257614136
